quarter,state,population
1995-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18119.6
1996-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18176
1996-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18224.8
1996-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18281.3
1996-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18330.1
1997-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18388.7
1997-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18423
1997-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18468.7
1997-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18510
1998-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18572.4
1998-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18607.6
1998-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18658.4
1998-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18705.6
1999-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18770.5
1999-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18812.3
1999-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18867.7
1999-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18919.2
2000-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,18986.7
2000-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19028.8
2000-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19086
2000-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19141
2001-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19225.2
2001-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19274.7
2001-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19329.1
2001-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19386.5
2002-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19453.4
2002-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19495.2
2002-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19548.9
2002-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19605.4
2003-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19676.6
2003-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19720.7
2003-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19773.4
2003-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19827.2
2004-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19894.1
2004-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19932.7
2004-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,19989.7
2004-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,20046
2005-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,20126.6
2005-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,20176.8
2005-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,20244.7
2005-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,20311.5
2006-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,20398.1
2006-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,20451
2006-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,20542.3
2006-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,20627.5
2007-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,20742.8
2007-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,20827.6
2007-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,20924.2
2007-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,21016.1
2008-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,21148.9
2008-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,21249.2
2008-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,21366
2008-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,21475.6
2009-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,21601.7
2009-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,21691.7
2009-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,21788.1
2009-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,21865.6
2010-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,21964.1
2010-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,22031.8
2010-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,22104.4
2010-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,22172.5
2011-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,22268.8
2011-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,22340
2011-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,22432.8
2011-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,22522.2
2012-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,22640.9
2012-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,22733.5
2012-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,22833.9
2012-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,22928
2013-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,23043
2013-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,23128.1
2013-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,23220.2
2013-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,23297.8
2014-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,23406.2
2014-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,23475.7
2014-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,23562.9
2014-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,23640.3
2015-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,23745.6
2015-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,23816
2015-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,23904.3
2015-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,23984.6
2016-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,24103.4
2016-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,24190.9
2016-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,24297.5
2016-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,24385.1
2017-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,24511.4
2017-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,24592.6
2017-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,24690.1
2017-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,24759
2018-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,24881.8
2018-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,24963.3
2018-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25067.4
2018-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25146.1
2019-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25264.9
2019-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25334.8
2019-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25438.1
2019-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25520.5
2020-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25627.9
2020-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25649.2
2020-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25633.3
2020-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25630.7
2021-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25653
2021-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25685.4
2021-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25704.8
2021-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25773.8
2022-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,25913
2022-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,26018.7
2022-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,26169.3
2022-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,26320.3
2023-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,26514.3
2023-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,26659.9
2023-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,26832.5
2023-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,26954.1
2024-03-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,27113.7
2024-06-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,27196.8
2024-09-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,27308.9
2024-12-01 00:00:00,Estimated Resident Population (ERP) ;  Australia ;,27400
Unit,ERP Change Over Previous Year ;  Australia ;,000
Series Type,ERP Change Over Previous Year ;  Australia ;,Original
Data Type,ERP Change Over Previous Year ;  Australia ;,FLOW
Frequency,ERP Change Over Previous Year ;  Australia ;,Quarter
Collection Month,ERP Change Over Previous Year ;  Australia ;,3
Series Start,ERP Change Over Previous Year ;  Australia ;,1981-06-01 00:00:00
Series End,ERP Change Over Previous Year ;  Australia ;,2024-12-01 00:00:00
No. Obs,ERP Change Over Previous Year ;  Australia ;,175
Series ID,ERP Change Over Previous Year ;  Australia ;,A2133255F
1982-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,261
1982-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,250.6
1982-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,234.8
1983-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,224.5
1983-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,209.2
1983-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,199.7
1983-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,194.6
1984-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,185.3
1984-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,185.9
1984-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,189.5
1984-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,193.8
1985-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,205.1
1985-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,208.9
1985-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,211.2
1985-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,223.3
1986-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,224.8
1986-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,230
1986-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,235.3
1986-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,238.2
1987-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,242.5
1987-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,245.5
1987-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,253.8
1987-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,255.9
1988-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,267.7
1988-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,268.3
1988-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,283.8
1988-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,292.4
1989-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,292.3
1989-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,282.3
1989-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,259.4
1989-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,249.6
1990-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,241.6
1990-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,250.7
1990-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,249.1
1990-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,233
1991-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,231.8
1991-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,218.9
1991-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,217.7
1991-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,209.2
1992-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,203.9
1992-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,194.6
1992-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,184.4
1992-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,178.2
1993-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,168.3
1993-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,156.2
1993-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,160.4
1993-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,162
1994-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,162.5
1994-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,170.7
1994-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,175.5
1994-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,174.3
1995-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,179.5
1995-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,199.4
1995-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,202.9
1995-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,226.2
1996-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,224.4
1996-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,219.9
1996-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,219.1
1996-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,210.5
1997-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,212.7
1997-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,198.3
1997-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,187.4
1997-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,179.9
1998-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,183.7
1998-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,184.5
1998-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,189.7
1998-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,195.6
1999-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,198.1
1999-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,204.7
1999-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,209.3
1999-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,213.6
2000-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,216.2
2000-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,216.5
2000-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,218.4
2000-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,221.8
2001-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,238.5
2001-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,245.9
2001-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,243.1
2001-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,245.4
2002-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,228.2
2002-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,220.5
2002-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,219.8
2002-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,219
2003-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,223.3
2003-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,225.5
2003-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,224.6
2003-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,221.7
2004-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,217.5
2004-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,212
2004-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,216.2
2004-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,218.8
2005-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,232.4
2005-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,244.1
2005-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,255.1
2005-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,265.5
2006-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,271.6
2006-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,274.1
2006-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,297.6
2006-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,316
2007-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,344.7
2007-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,376.7
2007-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,381.9
2007-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,388.6
2008-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,406.1
2008-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,421.6
2008-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,441.9
2008-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,459.5
2009-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,452.7
2009-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,442.5
2009-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,422
2009-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,390
2010-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,362.4
2010-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,340.1
2010-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,316.3
2010-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,306.8
2011-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,304.7
2011-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,308.3
2011-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,328.4
2011-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,349.7
2012-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,372.2
2012-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,393.4
2012-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,401.2
2012-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,405.8
2013-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,402.1
2013-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,394.7
2013-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,386.3
2013-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,369.8
2014-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,363.2
2014-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,347.6
2014-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,342.7
2014-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,342.6
2015-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,339.4
2015-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,340.3
2015-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,341.4
2015-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,344.3
2016-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,357.8
2016-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,374.9
2016-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,393.3
2016-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,400.5
2017-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,408
2017-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,401.7
2017-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,392.5
2017-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,374
2018-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,370.3
2018-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,370.7
2018-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,377.3
2018-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,387.1
2019-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,383.2
2019-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,371.6
2019-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,370.7
2019-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,374.3
2020-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,363
2020-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,314.4
2020-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,195.3
2020-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,110.2
2021-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,25.1
2021-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,36.2
2021-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,71.4
2021-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,143.1
2022-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,260
2022-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,333.3
2022-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,464.5
2022-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,546.5
2023-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,601.3
2023-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,641.2
2023-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,663.2
2023-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,633.8
2024-03-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,599.4
2024-06-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,536.9
2024-09-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,476.3
2024-12-01 00:00:00,ERP Change Over Previous Year ;  Australia ;,445.9
Unit,Percentage ERP Change Over Previous Year ;  Australia ;,Percent
Series Type,Percentage ERP Change Over Previous Year ;  Australia ;,Original
Data Type,Percentage ERP Change Over Previous Year ;  Australia ;,PERCENT
Frequency,Percentage ERP Change Over Previous Year ;  Australia ;,Quarter
Collection Month,Percentage ERP Change Over Previous Year ;  Australia ;,3
Series Start,Percentage ERP Change Over Previous Year ;  Australia ;,1981-06-01 00:00:00
Series End,Percentage ERP Change Over Previous Year ;  Australia ;,2024-12-01 00:00:00
No. Obs,Percentage ERP Change Over Previous Year ;  Australia ;,175
Series ID,Percentage ERP Change Over Previous Year ;  Australia ;,A2133256J
1982-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.75
1982-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.67
1982-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.56
1983-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.48
1983-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.38
1983-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.31
1983-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.27
1984-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.21
1984-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.21
1984-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.23
1984-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.25
1985-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.32
1985-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.34
1985-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.35
1985-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.42
1986-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.43
1986-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.46
1986-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.49
1986-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.5
1987-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.52
1987-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.53
1987-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.58
1987-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.59
1988-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.65
1988-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.65
1988-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.74
1988-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.78
1989-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.77
1989-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.71
1989-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.56
1989-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.5
1990-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.44
1990-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.49
1990-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.48
1990-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.38
1991-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.36
1991-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.28
1991-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.27
1991-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.22
1992-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.18
1992-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.13
1992-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.06
1992-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,1.03
1993-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.96
1993-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.89
1993-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.92
1993-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.92
1994-03-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.92
1994-06-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.97
1994-09-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.99
1994-12-01 00:00:00,Percentage ERP Change Over Previous Year ;  Australia ;,0.98
