quarter,state,price_index
Unit,Residential Property Price Index ;  Sydney ;,Index Numbers
2004-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,2.3
2004-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,1.9
2004-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,4.4
2005-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,4
2005-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,5.4
2005-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,4.2
2005-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,7.4
2006-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,8
2006-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,14.3
2006-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,10.1
2006-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,3.5
2007-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,0.6
2007-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-1.3
2007-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,1.7
2007-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,1.2
2008-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-1.1
2008-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-1.9
2008-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-2.4
2008-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-2.5
2009-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-0.4
2009-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,2.8
2009-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,2.6
2009-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,6
2010-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,2.9
2010-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,0.1
2010-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-2.6
2010-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,0.1
2011-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-0.9
2011-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-2.7
2011-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-1.1
2011-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,0.3
2012-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,1.1
2012-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,0.5
2012-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,1.1
2012-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,3
2013-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,2.2
2013-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,2.9
2013-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,0.1
2013-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,2.9
2014-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,0.8
2014-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,0
2014-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-0.3
2014-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,0
2015-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-0.1
2015-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-0.9
2015-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-2.4
2015-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,0.5
2016-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-1.7
2016-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-1.2
2016-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-1.6
2016-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,0.3
2017-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-1
2017-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-0.8
2017-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-1
2017-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,1.1
2018-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-0.9
2018-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-0.1
2018-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-0.6
2018-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-1
2019-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-1.1
2019-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-1.4
2019-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-1.2
2019-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,1.1
2020-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,0.6
2020-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,-0.7
2020-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,1.4
2020-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,2.9
2021-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,5.2
2021-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,4.8
2021-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,2
2021-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Perth ;,2.9
Unit,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,Percent
Series Type,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,Original
Data Type,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,PERCENT
Frequency,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,Quarter
Collection Month,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,3
Series Start,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,2003-09-01 00:00:00
Series End,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,2021-12-01 00:00:00
No. Obs,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,74
Series ID,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,A83728431V
2003-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,8.7
2004-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,3.3
2004-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,4.5
2004-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,0.7
2004-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,3.2
2005-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1.6
2005-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1.5
2005-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,-0.3
2005-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,3.1
2006-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,2.4
2006-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,3
2006-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1.4
2006-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1.8
2007-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,2.8
2007-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1.2
2007-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,3
2007-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,4
2008-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,-2.2
2008-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1.4
2008-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,-2
2008-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,0.6
2009-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,-0.5
2009-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,3.2
2009-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,2.3
2009-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,5.7
2010-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1.6
2010-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,-2.2
2010-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,-0.1
2010-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,3
2011-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,-0.7
2011-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,-2.8
2011-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,-2.2
2011-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1.3
2012-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,-2.5
2012-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,-1.2
2012-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,-0.1
2012-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,0.3
2013-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1.6
2013-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,0
2013-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1
2013-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,2.3
2014-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,0.4
2014-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,0.4
2014-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,0.3
2014-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,0.8
2015-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,0.5
2015-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,0
2015-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,0.5
2015-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,2.5
2016-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1.1
2016-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,0.7
2016-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,2.3
2016-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,4.5
2017-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,3.4
2017-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1.8
2017-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,3.4
2017-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,3.9
2018-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,4.3
2018-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,3
2018-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1.3
2018-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,0.7
2019-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,-0.4
2019-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,0.5
2019-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1.3
2019-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,2.7
2020-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,2.4
2020-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,-0.4
2020-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,1.2
2020-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,3.1
2021-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,6.1
2021-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,6.3
2021-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,8.2
2021-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Hobart ;,6.5
Unit,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,Percent
Series Type,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,Original
Data Type,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,PERCENT
Frequency,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,Quarter
Collection Month,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,3
Series Start,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,2003-09-01 00:00:00
Series End,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,2021-12-01 00:00:00
No. Obs,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,74
Series ID,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,A83728440W
2003-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,6.9
2004-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,5.1
2004-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-0.7
2004-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,3.5
2004-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,6.2
2005-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,7.8
2005-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,2.1
2005-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,2.6
2005-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,7.3
2006-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,5
2006-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,6.2
2006-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,0.3
2006-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,4.8
2007-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,2.4
2007-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,2.6
2007-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,3
2007-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,2.6
2008-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-0.8
2008-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,1
2008-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,4.2
2008-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,3.1
2009-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,3.4
2009-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,2.1
2009-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,3.7
2009-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,6.9
2010-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,0.7
2010-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,1.5
2010-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,0.2
2010-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,0.8
2011-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-2.4
2011-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-3
2011-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,0.4
2011-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,1.3
2012-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,2.6
2012-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,3.3
2012-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,1.3
2012-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,2.2
2013-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,1.7
2013-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,1.3
2013-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,0.3
2013-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,1.3
2014-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,1.1
2014-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,0.6
2014-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-0.3
2014-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-0.6
2015-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-0.2
2015-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-0.8
2015-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-0.4
2015-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-1.8
2016-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-2
2016-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-2.4
2016-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-1.2
2016-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-1.5
2017-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-0.9
2017-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-1.4
2017-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-2.6
2017-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-1.5
2018-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-1.1
2018-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-0.9
2018-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-0.9
2018-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-0.6
2019-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-1.8
2019-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-1.8
2019-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-1.2
2019-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-0.8
2020-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,0.7
2020-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,-1.4
2020-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,0.8
2020-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,2.2
2021-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,4.7
2021-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,4.6
2021-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,1.6
2021-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Darwin ;,1.5
Unit,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,Percent
Series Type,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,Original
Data Type,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,PERCENT
Frequency,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,Quarter
Collection Month,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,3
Series Start,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,2003-09-01 00:00:00
Series End,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,2021-12-01 00:00:00
No. Obs,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,74
Series ID,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,A83728449T
2003-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,3.8
2004-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-1.4
2004-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.3
2004-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-2.1
2004-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,1.6
2005-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.9
2005-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-0.6
2005-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.3
2005-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,2.3
2006-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,1.1
2006-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,2.5
2006-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,2.3
2006-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,1.4
2007-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,1.9
2007-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,4.3
2007-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,5.2
2007-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,2.7
2008-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.8
2008-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-1.8
2008-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-2.9
2008-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-0.5
2009-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,1.2
2009-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,3.4
2009-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,3.8
2009-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,6
2010-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,4.2
2010-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-0.1
2010-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0
2010-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.9
2011-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-0.2
2011-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-0.4
2011-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-3.1
2011-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,2.2
2012-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-0.1
2012-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-1.3
2012-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0
2012-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,2.3
2013-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-1.5
2013-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.7
2013-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.1
2013-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.7
2014-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.5
2014-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,1
2014-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.2
2014-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.8
2015-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,1.1
2015-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.8
2015-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,1.3
2015-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,2.8
2016-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-0.4
2016-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,2.2
2016-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.8
2016-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,2.8
2017-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,2.8
2017-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,1.3
2017-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-0.2
2017-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,1.7
2018-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.9
2018-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.6
2018-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.5
2018-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-0.2
2019-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,-0.9
2019-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Canberra ;,0.2
