quarter,state,price_index
Unit,Residential Property Price Index ;  Sydney ;,Index Numbers
2015-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,3.1
2015-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,8.9
2015-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,3.1
2015-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1.6
2016-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-0.7
2016-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,2.8
2016-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,2.6
2016-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,5.2
2017-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,3
2017-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,2.3
2017-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1.4
2017-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-0.1
2018-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1.2
2018-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1.2
2018-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-1.9
2018-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-3.7
2019-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-3.9
2019-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-0.5
2019-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,3.6
2019-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,4.7
2020-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,1.9
2020-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,-2.2
2020-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,1
2020-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,3
2021-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,6.1
2021-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,8.1
2021-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,6.2
2021-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Sydney ;,4.1
Unit,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,Percent
Series Type,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,Original
Data Type,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,PERCENT
Frequency,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,Quarter
Collection Month,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,3
Series Start,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,2003-09-01 00:00:00
Series End,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,2021-12-01 00:00:00
No. Obs,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,74
Series ID,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,A83728395W
2003-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,2.3
2004-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,-2.1
2004-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,0.2
2004-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,0
2004-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,2.5
2005-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,0.2
2005-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,1.1
2005-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,-0.2
2005-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,1.4
2006-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,2.2
2006-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,2.8
2006-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,1.3
2006-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,2.1
2007-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,2.2
2007-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,7
2007-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,4.6
2007-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,6.5
2008-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,1.2
2008-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,-0.2
2008-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,-2.9
2008-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,-0.8
2009-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,0.2
2009-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,5.3
2009-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,6.4
2009-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,6.6
2010-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,4.8
2010-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,2.8
2010-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,-1.8
2010-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,1.3
2011-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,-0.9
2011-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,-1.1
2011-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,-2.1
2011-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,-1.3
2012-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,-0.6
2012-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,-0.1
2012-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,-0.7
2012-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,1.8
2013-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,0.4
2013-06-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,1.9
2013-09-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,3.1
2013-12-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,3.6
2014-03-01 00:00:00,Residential Property Price Index percentage change from previous quarter ;  Melbourne ;,0.9
